idEleccion,Region_o_Nivel,idAgrupacionPolitica,AgrupacionPolitica,TotalVotos	
14,92,2,AHORA NACIÓN - AN,5120	
14,92,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,512	
14,92,21,PARTIDO FRENTE DE LA ESPERANZA 2021,908	
14,92,22,PARTIDO MORADO,471	
14,92,23,PARTIDO PAÍS PARA TODOS,5962	
14,92,24,PARTIDO PATRIÓTICO DEL PERÚ,0	
14,92,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,421	
14,92,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,238	
14,92,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,432	
14,92,28,PARTIDO POLÍTICO PERÚ ACCIÓN,194	
14,92,29,PARTIDO POLÍTICO PERÚ PRIMERO,246	
14,92,3,ALIANZA ELECTORAL VENCEREMOS,509	
14,92,30,PARTIDO POLÍTICO PRIN,0	
14,92,31,PARTIDO SICREO,944	
14,92,32,PODEMOS PERÚ,415	
14,92,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,2423	
14,92,34,PROGRESEMOS,0	
14,92,35,RENOVACIÓN POPULAR,23213	
14,92,36,SALVEMOS AL PERÚ,71	
14,92,37,UN CAMINO DIFERENTE,1084	
14,92,38,UNIDAD NACIONAL,561	
14,92,4,PERÚ MODERNO,68	
14,92,5,FE EN EL PERÚ,0	
14,92,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,752	
14,92,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,299	
14,92,8,FUERZA POPULAR,13204	
14,92,80,VOTOS EN BLANCO,17322	
14,92,81,VOTOS NULOS,35042	
14,92,82,VOTOS IMPUGNADOS,0	
14,92,9,FUERZA Y LIBERTAD,127	
14,93,1,ALIANZA PARA EL PROGRESO,8	
14,93,10,JUNTOS POR EL PERÚ,25	
14,93,11,LIBERTAD POPULAR,15	
14,93,12,PARTIDO APRISTA PERUANO,85	
14,93,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
14,93,14,PARTIDO CÍVICO OBRAS,123	
14,93,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0	
14,93,16,PARTIDO DEL BUEN GOBIERNO,210	
14,93,17,PARTIDO DEMÓCRATA UNIDO PERÚ,11	
14,93,18,PARTIDO DEMÓCRATA VERDE,4	
14,93,19,PARTIDO DEMOCRATICO FEDERAL,0	
14,93,2,AHORA NACIÓN - AN,161	
14,93,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,11	
14,93,21,PARTIDO FRENTE DE LA ESPERANZA 2021,16	
14,93,22,PARTIDO MORADO,9	
14,93,23,PARTIDO PAÍS PARA TODOS,166	
14,93,24,PARTIDO PATRIÓTICO DEL PERÚ,0	
14,93,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,5	
14,93,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,8	
14,93,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,11	
14,93,28,PARTIDO POLÍTICO PERÚ ACCIÓN,2	
14,93,29,PARTIDO POLÍTICO PERÚ PRIMERO,4	
14,93,3,ALIANZA ELECTORAL VENCEREMOS,15	
14,93,30,PARTIDO POLÍTICO PRIN,0	
14,93,31,PARTIDO SICREO,41	
14,93,32,PODEMOS PERÚ,4	
14,93,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,90	
14,93,34,PROGRESEMOS,0	
14,93,35,RENOVACIÓN POPULAR,1401	
14,93,36,SALVEMOS AL PERÚ,1	
14,93,37,UN CAMINO DIFERENTE,7	
14,93,38,UNIDAD NACIONAL,26	
14,93,4,PERÚ MODERNO,1	
14,93,5,FE EN EL PERÚ,0	
14,93,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,9	
14,93,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,28	
14,93,8,FUERZA POPULAR,1425	
14,93,80,VOTOS EN BLANCO,556	
14,93,81,VOTOS NULOS,918	
14,93,82,VOTOS IMPUGNADOS,0	
14,93,9,FUERZA Y LIBERTAD,4	
14,94,1,ALIANZA PARA EL PROGRESO,283	
14,94,10,JUNTOS POR EL PERÚ,1643	
14,94,11,LIBERTAD POPULAR,373	
14,94,12,PARTIDO APRISTA PERUANO,1029	
14,94,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
14,94,14,PARTIDO CÍVICO OBRAS,7632	
14,94,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0	
14,94,16,PARTIDO DEL BUEN GOBIERNO,8711	
14,94,17,PARTIDO DEMÓCRATA UNIDO PERÚ,406	
14,94,18,PARTIDO DEMÓCRATA VERDE,274	
14,94,19,PARTIDO DEMOCRATICO FEDERAL,0	
14,94,2,AHORA NACIÓN - AN,6356	
14,94,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,445	
14,94,21,PARTIDO FRENTE DE LA ESPERANZA 2021,948	
14,94,22,PARTIDO MORADO,435	
14,94,23,PARTIDO PAÍS PARA TODOS,6898	
14,94,24,PARTIDO PATRIÓTICO DEL PERÚ,0	
14,94,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,281	
14,94,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,208	
14,94,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,328	
14,94,28,PARTIDO POLÍTICO PERÚ ACCIÓN,102	
14,94,29,PARTIDO POLÍTICO PERÚ PRIMERO,186	
14,94,3,ALIANZA ELECTORAL VENCEREMOS,488	
14,94,30,PARTIDO POLÍTICO PRIN,0	
14,94,31,PARTIDO SICREO,892	
14,94,32,PODEMOS PERÚ,297	
14,94,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,3104	
14,94,34,PROGRESEMOS,0	
14,94,35,RENOVACIÓN POPULAR,12511	
14,94,36,SALVEMOS AL PERÚ,62	
14,94,37,UN CAMINO DIFERENTE,681	
14,94,38,UNIDAD NACIONAL,393	
14,94,4,PERÚ MODERNO,86	
14,94,5,FE EN EL PERÚ,0	
14,94,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,395	
14,94,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,239	
14,94,8,FUERZA POPULAR,8272	
14,94,80,VOTOS EN BLANCO,9795	
14,94,81,VOTOS NULOS,22066	
14,94,82,VOTOS IMPUGNADOS,0	
14,94,9,FUERZA Y LIBERTAD,110	
14,95,1,ALIANZA PARA EL PROGRESO,4	
14,95,10,JUNTOS POR EL PERÚ,10	
14,95,11,LIBERTAD POPULAR,12	
14,95,12,PARTIDO APRISTA PERUANO,28	
14,95,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
14,95,14,PARTIDO CÍVICO OBRAS,44	
14,95,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0	
14,95,16,PARTIDO DEL BUEN GOBIERNO,159	
14,95,17,PARTIDO DEMÓCRATA UNIDO PERÚ,4	
14,95,18,PARTIDO DEMÓCRATA VERDE,3	
14,95,19,PARTIDO DEMOCRATICO FEDERAL,0	
14,95,2,AHORA NACIÓN - AN,88	
14,95,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,8	
14,95,21,PARTIDO FRENTE DE LA ESPERANZA 2021,8	
14,95,22,PARTIDO MORADO,10	
14,95,23,PARTIDO PAÍS PARA TODOS,62	
14,95,24,PARTIDO PATRIÓTICO DEL PERÚ,0	
14,95,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,5	
14,95,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,1	
14,95,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,4	
14,95,28,PARTIDO POLÍTICO PERÚ ACCIÓN,1	
14,95,29,PARTIDO POLÍTICO PERÚ PRIMERO,3	
14,95,3,ALIANZA ELECTORAL VENCEREMOS,6	
14,95,30,PARTIDO POLÍTICO PRIN,0	
14,95,31,PARTIDO SICREO,17	
14,95,32,PODEMOS PERÚ,0	
14,95,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,74	
14,95,34,PROGRESEMOS,0	
14,95,35,RENOVACIÓN POPULAR,383	
14,95,36,SALVEMOS AL PERÚ,2	
14,95,37,UN CAMINO DIFERENTE,2	
14,95,38,UNIDAD NACIONAL,10	
14,95,4,PERÚ MODERNO,0	
14,95,5,FE EN EL PERÚ,0	
14,95,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,1	
14,95,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,14	
14,95,8,FUERZA POPULAR,62	
14,95,80,VOTOS EN BLANCO,45	
14,95,81,VOTOS NULOS,80	
14,95,82,VOTOS IMPUGNADOS,0	
14,95,9,FUERZA Y LIBERTAD,1	
14,Nacional,1,ALIANZA PARA EL PROGRESO,281287	
14,Nacional,10,JUNTOS POR EL PERÚ,1056679	
14,Nacional,11,LIBERTAD POPULAR,58553	
14,Nacional,12,PARTIDO APRISTA PERUANO,210530	
14,Nacional,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
14,Nacional,14,PARTIDO CÍVICO OBRAS,1061479	
14,Nacional,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,5950	
14,Nacional,16,PARTIDO DEL BUEN GOBIERNO,1415065	
14,Nacional,17,PARTIDO DEMÓCRATA UNIDO PERÚ,78758	
14,Nacional,18,PARTIDO DEMÓCRATA VERDE,54318	
14,Nacional,19,PARTIDO DEMOCRATICO FEDERAL,14602	
14,Nacional,2,AHORA NACIÓN - AN,1013885	
14,Nacional,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,189884	
14,Nacional,21,PARTIDO FRENTE DE LA ESPERANZA 2021,220273	
14,Nacional,22,PARTIDO MORADO,63535	
14,Nacional,23,PARTIDO PAÍS PARA TODOS,731782	
14,Nacional,24,PARTIDO PATRIÓTICO DEL PERÚ,47495	
14,Nacional,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,136810	
14,Nacional,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,46644	
14,Nacional,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,104272	
14,Nacional,28,PARTIDO POLÍTICO PERÚ ACCIÓN,15709	
14,Nacional,29,PARTIDO POLÍTICO PERÚ PRIMERO,139699	
14,Nacional,3,ALIANZA ELECTORAL VENCEREMOS,88498	
14,Nacional,30,PARTIDO POLÍTICO PRIN,15892	
14,Nacional,31,PARTIDO SICREO,49141	
14,Nacional,32,PODEMOS PERÚ,261688	
14,Nacional,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,401087	
14,Nacional,34,PROGRESEMOS,108942	
14,Nacional,35,RENOVACIÓN POPULAR,1439102	
14,Nacional,36,SALVEMOS AL PERÚ,11685	
14,Nacional,37,UN CAMINO DIFERENTE,104386	
14,Nacional,38,UNIDAD NACIONAL,54059	
14,Nacional,4,PERÚ MODERNO,9676	
14,Nacional,5,FE EN EL PERÚ,15295	
14,Nacional,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,222053	
14,Nacional,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,68068	
14,Nacional,8,FUERZA POPULAR,1803644	
14,Nacional,80,VOTOS EN BLANCO,2515155	
14,Nacional,81,VOTOS NULOS,2561105	
14,Nacional,82,VOTOS IMPUGNADOS,0	
14,Nacional,9,FUERZA Y LIBERTAD,32725	
15,1,1,ALIANZA PARA EL PROGRESO,4127	
15,1,10,JUNTOS POR EL PERÚ,25065	
15,1,11,LIBERTAD POPULAR,184	
15,1,12,PARTIDO APRISTA PERUANO,954	
15,1,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
15,1,14,PARTIDO CÍVICO OBRAS,8151	
15,1,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,68	
15,1,16,PARTIDO DEL BUEN GOBIERNO,3605	
15,1,17,PARTIDO DEMÓCRATA UNIDO PERÚ,464	
15,1,18,PARTIDO DEMÓCRATA VERDE,323	
15,1,19,PARTIDO DEMOCRATICO FEDERAL,173	
15,1,2,AHORA NACIÓN - AN,6062	
15,1,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,3437	
15,1,21,PARTIDO FRENTE DE LA ESPERANZA 2021,664	
15,1,22,PARTIDO MORADO,345	
15,1,23,PARTIDO PAÍS PARA TODOS,1607	
15,1,24,PARTIDO PATRIÓTICO DEL PERÚ,853	
15,1,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,736	
15,1,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,206	
15,1,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1014	
15,1,28,PARTIDO POLÍTICO PERÚ ACCIÓN,109	
15,1,29,PARTIDO POLÍTICO PERÚ PRIMERO,790	
15,1,3,ALIANZA ELECTORAL VENCEREMOS,1330	
15,1,30,PARTIDO POLÍTICO PRIN,107	
15,1,31,PARTIDO SICREO,1037	
15,1,32,PODEMOS PERÚ,2438	
15,1,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,1652	
15,1,34,PROGRESEMOS,330	
15,1,35,RENOVACIÓN POPULAR,4208	
15,1,36,SALVEMOS AL PERÚ,0	
15,1,37,UN CAMINO DIFERENTE,342	
15,1,38,UNIDAD NACIONAL,193	
15,1,4,PERÚ MODERNO,0	
15,1,5,FE EN EL PERÚ,115	
15,1,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,770	
15,1,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,280	
15,1,8,FUERZA POPULAR,14962	
15,1,80,VOTOS EN BLANCO,21537	
15,1,81,VOTOS NULOS,22181	
15,1,82,VOTOS IMPUGNADOS,0	
15,1,9,FUERZA Y LIBERTAD,138	
15,10,1,ALIANZA PARA EL PROGRESO,8715	
15,10,10,JUNTOS POR EL PERÚ,23055	
15,10,11,LIBERTAD POPULAR,1252	
15,10,12,PARTIDO APRISTA PERUANO,4673	
15,10,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
15,10,14,PARTIDO CÍVICO OBRAS,27876	
15,10,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,240	
15,10,16,PARTIDO DEL BUEN GOBIERNO,27458	
15,10,17,PARTIDO DEMÓCRATA UNIDO PERÚ,1847	
15,10,18,PARTIDO DEMÓCRATA VERDE,1284	
15,10,19,PARTIDO DEMOCRATICO FEDERAL,389	
15,10,2,AHORA NACIÓN - AN,20327	
15,10,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,8470	
15,10,21,PARTIDO FRENTE DE LA ESPERANZA 2021,4683	
15,10,22,PARTIDO MORADO,1374	
15,10,23,PARTIDO PAÍS PARA TODOS,24362	
15,10,24,PARTIDO PATRIÓTICO DEL PERÚ,2340	
15,10,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,2213	
15,10,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,1232	
15,10,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,2003	
15,10,28,PARTIDO POLÍTICO PERÚ ACCIÓN,602	
15,10,29,PARTIDO POLÍTICO PERÚ PRIMERO,2620	
15,10,3,ALIANZA ELECTORAL VENCEREMOS,1954	
15,10,30,PARTIDO POLÍTICO PRIN,336	
15,10,31,PARTIDO SICREO,9078	
15,10,32,PODEMOS PERÚ,8183	
15,10,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,10478	
15,10,34,PROGRESEMOS,4172	
15,10,35,RENOVACIÓN POPULAR,25354	
15,10,36,SALVEMOS AL PERÚ,0	
15,10,37,UN CAMINO DIFERENTE,895	
15,10,38,UNIDAD NACIONAL,873	
15,10,4,PERÚ MODERNO,0	
15,10,5,FE EN EL PERÚ,277	
15,10,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,3619	
15,10,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,1294	
15,10,8,FUERZA POPULAR,51093	
15,10,80,VOTOS EN BLANCO,41922	
15,10,81,VOTOS NULOS,62728	
15,10,82,VOTOS IMPUGNADOS,0	
15,10,9,FUERZA Y LIBERTAD,705	
15,11,1,ALIANZA PARA EL PROGRESO,13101	
15,11,10,JUNTOS POR EL PERÚ,54412	
15,11,11,LIBERTAD POPULAR,1582	
15,11,12,PARTIDO APRISTA PERUANO,3762	
15,11,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
15,11,14,PARTIDO CÍVICO OBRAS,45223	
15,11,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,715	
15,11,16,PARTIDO DEL BUEN GOBIERNO,37668	
15,11,17,PARTIDO DEMÓCRATA UNIDO PERÚ,5813	
15,11,18,PARTIDO DEMÓCRATA VERDE,2641	
15,11,19,PARTIDO DEMOCRATICO FEDERAL,607	
15,11,2,AHORA NACIÓN - AN,55116	
15,11,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,2738	
15,11,21,PARTIDO FRENTE DE LA ESPERANZA 2021,10670	
15,11,22,PARTIDO MORADO,2822	
15,11,23,PARTIDO PAÍS PARA TODOS,25076	
15,11,24,PARTIDO PATRIÓTICO DEL PERÚ,5479	
15,11,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,5701	
15,11,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,1606	
15,11,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,12706	
15,11,28,PARTIDO POLÍTICO PERÚ ACCIÓN,840	
15,11,29,PARTIDO POLÍTICO PERÚ PRIMERO,4605	
15,11,3,ALIANZA ELECTORAL VENCEREMOS,3635	
15,11,30,PARTIDO POLÍTICO PRIN,438	
15,11,31,PARTIDO SICREO,14820	
15,11,32,PODEMOS PERÚ,18557	
15,11,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,12582	
15,11,34,PROGRESEMOS,5833	
15,11,35,RENOVACIÓN POPULAR,35735	
15,11,36,SALVEMOS AL PERÚ,0	
15,11,37,UN CAMINO DIFERENTE,1148	
15,11,38,UNIDAD NACIONAL,1125	
15,11,4,PERÚ MODERNO,0	
15,11,5,FE EN EL PERÚ,921	
15,11,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,12374	
15,11,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,1180	
15,11,8,FUERZA POPULAR,65272	
15,11,80,VOTOS EN BLANCO,64258	
15,11,81,VOTOS NULOS,104544	
15,11,82,VOTOS IMPUGNADOS,0	
15,11,9,FUERZA Y LIBERTAD,6273	
15,12,1,ALIANZA PARA EL PROGRESO,30567	
15,12,10,JUNTOS POR EL PERÚ,56931	
15,12,11,LIBERTAD POPULAR,2088	
15,12,12,PARTIDO APRISTA PERUANO,27452	
15,12,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
15,12,14,PARTIDO CÍVICO OBRAS,41101	
15,12,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,535	
15,12,16,PARTIDO DEL BUEN GOBIERNO,60630	
15,12,17,PARTIDO DEMÓCRATA UNIDO PERÚ,2951	
15,12,18,PARTIDO DEMÓCRATA VERDE,2171	
15,12,19,PARTIDO DEMOCRATICO FEDERAL,787	
15,12,2,AHORA NACIÓN - AN,29656	
15,12,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,6380	
15,12,21,PARTIDO FRENTE DE LA ESPERANZA 2021,8880	
15,12,22,PARTIDO MORADO,2750	
15,12,23,PARTIDO PAÍS PARA TODOS,38091	
15,12,24,PARTIDO PATRIÓTICO DEL PERÚ,5450	
15,12,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1962	
15,12,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,2278	
15,12,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,3750	
15,12,28,PARTIDO POLÍTICO PERÚ ACCIÓN,1070	
15,12,29,PARTIDO POLÍTICO PERÚ PRIMERO,5447	
15,12,3,ALIANZA ELECTORAL VENCEREMOS,3719	
15,12,30,PARTIDO POLÍTICO PRIN,753	
15,12,31,PARTIDO SICREO,21290	
15,12,32,PODEMOS PERÚ,17063	
15,12,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,21140	
15,12,34,PROGRESEMOS,3857	
15,12,35,RENOVACIÓN POPULAR,48943	
15,12,36,SALVEMOS AL PERÚ,0	
15,12,37,UN CAMINO DIFERENTE,66583	
15,12,38,UNIDAD NACIONAL,1621	
15,12,4,PERÚ MODERNO,0	
15,12,5,FE EN EL PERÚ,1235	
15,12,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,10125	
15,12,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,3125	
15,12,8,FUERZA POPULAR,113778	
15,12,80,VOTOS EN BLANCO,86629	
15,12,81,VOTOS NULOS,139882	
15,12,82,VOTOS IMPUGNADOS,0	
15,12,9,FUERZA Y LIBERTAD,915	
15,13,1,ALIANZA PARA EL PROGRESO,22400	
15,13,10,JUNTOS POR EL PERÚ,43308	
15,13,11,LIBERTAD POPULAR,1181	
15,13,12,PARTIDO APRISTA PERUANO,14548	
15,13,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
15,13,14,PARTIDO CÍVICO OBRAS,28571	
15,13,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,379	
15,13,16,PARTIDO DEL BUEN GOBIERNO,45134	
15,13,17,PARTIDO DEMÓCRATA UNIDO PERÚ,1447	
15,13,18,PARTIDO DEMÓCRATA VERDE,1552	
15,13,19,PARTIDO DEMOCRATICO FEDERAL,706	
15,13,2,AHORA NACIÓN - AN,21455	
15,13,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,7640	
15,13,21,PARTIDO FRENTE DE LA ESPERANZA 2021,5937	
15,13,22,PARTIDO MORADO,2311	
15,13,23,PARTIDO PAÍS PARA TODOS,30603	
15,13,24,PARTIDO PATRIÓTICO DEL PERÚ,4226	
15,13,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,2269	
15,13,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,1984	
15,13,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,2432	
15,13,28,PARTIDO POLÍTICO PERÚ ACCIÓN,460	
15,13,29,PARTIDO POLÍTICO PERÚ PRIMERO,7352	
15,13,3,ALIANZA ELECTORAL VENCEREMOS,2754	
15,13,30,PARTIDO POLÍTICO PRIN,292	
15,13,31,PARTIDO SICREO,11305	
15,13,32,PODEMOS PERÚ,7521	
15,13,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,14237	
15,13,34,PROGRESEMOS,2331	
15,13,35,RENOVACIÓN POPULAR,35552	
15,13,36,SALVEMOS AL PERÚ,0	
15,13,37,UN CAMINO DIFERENTE,2402	
15,13,38,UNIDAD NACIONAL,2001	
15,13,4,PERÚ MODERNO,0	
15,13,5,FE EN EL PERÚ,570	
15,13,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,3241	
15,13,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,2117	
15,13,8,FUERZA POPULAR,103135	
15,13,80,VOTOS EN BLANCO,73937	
15,13,81,VOTOS NULOS,96611	
15,13,82,VOTOS IMPUGNADOS,0	
15,13,9,FUERZA Y LIBERTAD,393	
15,14,1,ALIANZA PARA EL PROGRESO,83647	
15,14,10,JUNTOS POR EL PERÚ,165023	
15,14,11,LIBERTAD POPULAR,26948	
15,14,12,PARTIDO APRISTA PERUANO,95010	
15,14,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
15,14,14,PARTIDO CÍVICO OBRAS,393051	
15,14,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,5057	
15,14,16,PARTIDO DEL BUEN GOBIERNO,713424	
15,14,17,PARTIDO DEMÓCRATA UNIDO PERÚ,27119	
15,14,18,PARTIDO DEMÓCRATA VERDE,17330	
15,14,19,PARTIDO DEMOCRATICO FEDERAL,5942	
15,14,2,AHORA NACIÓN - AN,422670	
15,14,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,51921	
15,14,21,PARTIDO FRENTE DE LA ESPERANZA 2021,64075	
15,14,22,PARTIDO MORADO,29356	
15,14,23,PARTIDO PAÍS PARA TODOS,323932	
15,14,24,PARTIDO PATRIÓTICO DEL PERÚ,29273	
15,14,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,24762	
15,14,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,22269	
15,14,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,18657	
15,14,28,PARTIDO POLÍTICO PERÚ ACCIÓN,5801	
15,14,29,PARTIDO POLÍTICO PERÚ PRIMERO,29335	
15,14,3,ALIANZA ELECTORAL VENCEREMOS,22382	
15,14,30,PARTIDO POLÍTICO PRIN,6991	
15,14,31,PARTIDO SICREO,161014	
15,14,32,PODEMOS PERÚ,71899	
15,14,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,225895	
15,14,34,PROGRESEMOS,55077	
15,14,35,RENOVACIÓN POPULAR,896727	
15,14,36,SALVEMOS AL PERÚ,0	
15,14,37,UN CAMINO DIFERENTE,9980	
15,14,38,UNIDAD NACIONAL,25663	
15,14,4,PERÚ MODERNO,0	
15,14,5,FE EN EL PERÚ,7710	
15,14,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,66022	
15,14,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,34032	
15,14,8,FUERZA POPULAR,762015	
15,14,80,VOTOS EN BLANCO,507611	
15,14,81,VOTOS NULOS,748622	
15,14,82,VOTOS IMPUGNADOS,0	
15,14,9,FUERZA Y LIBERTAD,8709	
15,15,1,ALIANZA PARA EL PROGRESO,16364	
15,15,10,JUNTOS POR EL PERÚ,12213	
15,15,11,LIBERTAD POPULAR,662	
15,15,12,PARTIDO APRISTA PERUANO,1864	
15,15,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
15,15,14,PARTIDO CÍVICO OBRAS,5506	
15,15,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,307	
15,15,16,PARTIDO DEL BUEN GOBIERNO,5405	
15,15,17,PARTIDO DEMÓCRATA UNIDO PERÚ,644	
15,15,18,PARTIDO DEMÓCRATA VERDE,1277	
15,15,19,PARTIDO DEMOCRATICO FEDERAL,180	
15,15,2,AHORA NACIÓN - AN,7042	
15,15,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,14236	
15,15,21,PARTIDO FRENTE DE LA ESPERANZA 2021,1148	
15,15,22,PARTIDO MORADO,739	
15,15,23,PARTIDO PAÍS PARA TODOS,12597	
15,15,24,PARTIDO PATRIÓTICO DEL PERÚ,781	
15,15,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1006	
15,15,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,274	
15,15,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1414	
