idEleccion,Region_o_Nivel,idAgrupacionPolitica,AgrupacionPolitica,TotalVotos	
10,94,21,PARTIDO FRENTE DE LA ESPERANZA 2021,1849	
10,94,22,PARTIDO MORADO,776	
10,94,23,PARTIDO PAÍS PARA TODOS,18003	
10,94,24,PARTIDO PATRIÓTICO DEL PERÚ,675	
10,94,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,646	
10,94,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,446	
10,94,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,569	
10,94,28,PARTIDO POLÍTICO PERÚ ACCIÓN,340	
10,94,29,PARTIDO POLÍTICO PERÚ PRIMERO,286	
10,94,3,ALIANZA ELECTORAL VENCEREMOS,821	
10,94,30,PARTIDO POLÍTICO PRIN,125	
10,94,31,PARTIDO SICREO,1990	
10,94,32,PODEMOS PERÚ,405	
10,94,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,6066	
10,94,34,PROGRESEMOS,261	
10,94,35,RENOVACIÓN POPULAR,26461	
10,94,36,SALVEMOS AL PERÚ,100	
10,94,37,UN CAMINO DIFERENTE,1345	
10,94,38,UNIDAD NACIONAL,832	
10,94,4,PERÚ MODERNO,148	
10,94,5,FE EN EL PERÚ,135	
10,94,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0	
10,94,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,203	
10,94,8,FUERZA POPULAR,18374	
10,94,80,VOTOS EN BLANCO,24318	
10,94,81,VOTOS NULOS,7510	
10,94,82,VOTOS IMPUGNADOS,0	
10,94,9,FUERZA Y LIBERTAD,218	
10,95,1,ALIANZA PARA EL PROGRESO,1	
10,95,10,JUNTOS POR EL PERÚ,18	
10,95,11,LIBERTAD POPULAR,10	
10,95,12,PARTIDO APRISTA PERUANO,13	
10,95,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
10,95,14,PARTIDO CÍVICO OBRAS,102	
10,95,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0	
10,95,16,PARTIDO DEL BUEN GOBIERNO,313	
10,95,17,PARTIDO DEMÓCRATA UNIDO PERÚ,7	
10,95,18,PARTIDO DEMÓCRATA VERDE,1	
10,95,19,PARTIDO DEMOCRATICO FEDERAL,0	
10,95,2,AHORA NACIÓN - AN,184	
10,95,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,12	
10,95,21,PARTIDO FRENTE DE LA ESPERANZA 2021,12	
10,95,22,PARTIDO MORADO,11	
10,95,23,PARTIDO PAÍS PARA TODOS,127	
10,95,24,PARTIDO PATRIÓTICO DEL PERÚ,3	
10,95,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,7	
10,95,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,3	
10,95,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,4	
10,95,28,PARTIDO POLÍTICO PERÚ ACCIÓN,4	
10,95,29,PARTIDO POLÍTICO PERÚ PRIMERO,3	
10,95,3,ALIANZA ELECTORAL VENCEREMOS,8	
10,95,30,PARTIDO POLÍTICO PRIN,1	
10,95,31,PARTIDO SICREO,19	
10,95,32,PODEMOS PERÚ,1	
10,95,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,134	
10,95,34,PROGRESEMOS,3	
10,95,35,RENOVACIÓN POPULAR,803	
10,95,36,SALVEMOS AL PERÚ,2	
10,95,37,UN CAMINO DIFERENTE,3	
10,95,38,UNIDAD NACIONAL,13	
10,95,4,PERÚ MODERNO,2	
10,95,5,FE EN EL PERÚ,2	
10,95,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0	
10,95,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,3	
10,95,8,FUERZA POPULAR,139	
10,95,80,VOTOS EN BLANCO,151	
10,95,81,VOTOS NULOS,45	
10,95,82,VOTOS IMPUGNADOS,0	
10,95,9,FUERZA Y LIBERTAD,1	
10,Nacional,1,ALIANZA PARA EL PROGRESO,178823	
10,Nacional,10,JUNTOS POR EL PERÚ,1739127	
10,Nacional,11,LIBERTAD POPULAR,38554	
10,Nacional,12,PARTIDO APRISTA PERUANO,156233	
10,Nacional,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
10,Nacional,14,PARTIDO CÍVICO OBRAS,1624581	
10,Nacional,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,10837	
10,Nacional,16,PARTIDO DEL BUEN GOBIERNO,1802429	
10,Nacional,17,PARTIDO DEMÓCRATA UNIDO PERÚ,108642	
10,Nacional,18,PARTIDO DEMÓCRATA VERDE,58517	
10,Nacional,19,PARTIDO DEMOCRATICO FEDERAL,20234	
10,Nacional,2,AHORA NACIÓN - AN,1180216	
10,Nacional,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,143510	
10,Nacional,21,PARTIDO FRENTE DE LA ESPERANZA 2021,297381	
10,Nacional,22,PARTIDO MORADO,79605	
10,Nacional,23,PARTIDO PAÍS PARA TODOS,1289966	
10,Nacional,24,PARTIDO PATRIÓTICO DEL PERÚ,136129	
10,Nacional,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,204909	
10,Nacional,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,61841	
10,Nacional,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,91918	
10,Nacional,28,PARTIDO POLÍTICO PERÚ ACCIÓN,29691	
10,Nacional,29,PARTIDO POLÍTICO PERÚ PRIMERO,135952	
10,Nacional,3,ALIANZA ELECTORAL VENCEREMOS,127543	
10,Nacional,30,PARTIDO POLÍTICO PRIN,13586	
10,Nacional,31,PARTIDO SICREO,549723	
10,Nacional,32,PODEMOS PERÚ,241491	
10,Nacional,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,560001	
10,Nacional,34,PROGRESEMOS,61889	
10,Nacional,35,RENOVACIÓN POPULAR,1949560	
10,Nacional,36,SALVEMOS AL PERÚ,15388	
10,Nacional,37,UN CAMINO DIFERENTE,124822	
10,Nacional,38,UNIDAD NACIONAL,65971	
10,Nacional,4,PERÚ MODERNO,9154	
10,Nacional,5,FE EN EL PERÚ,21165	
10,Nacional,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0	
10,Nacional,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,31186	
10,Nacional,8,FUERZA POPULAR,2733878	
10,Nacional,80,VOTOS EN BLANCO,2167283	
10,Nacional,81,VOTOS NULOS,949246	
10,Nacional,82,VOTOS IMPUGNADOS,0	
10,Nacional,9,FUERZA Y LIBERTAD,25805	
12,1,1,ALIANZA PARA EL PROGRESO,2958	
12,1,10,JUNTOS POR EL PERÚ,21937	
12,1,11,LIBERTAD POPULAR,199	
12,1,12,PARTIDO APRISTA PERUANO,922	
12,1,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
12,1,14,PARTIDO CÍVICO OBRAS,6704	
12,1,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,36	
12,1,16,PARTIDO DEL BUEN GOBIERNO,3890	
12,1,17,PARTIDO DEMÓCRATA UNIDO PERÚ,421	
12,1,18,PARTIDO DEMÓCRATA VERDE,379	
12,1,19,PARTIDO DEMOCRATICO FEDERAL,0	
12,1,2,AHORA NACIÓN - AN,6131	
12,1,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,3509	
12,1,21,PARTIDO FRENTE DE LA ESPERANZA 2021,0	
12,1,22,PARTIDO MORADO,377	
12,1,23,PARTIDO PAÍS PARA TODOS,1629	
12,1,24,PARTIDO PATRIÓTICO DEL PERÚ,754	
12,1,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,790	
12,1,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,187	
12,1,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1104	
12,1,28,PARTIDO POLÍTICO PERÚ ACCIÓN,0	
12,1,29,PARTIDO POLÍTICO PERÚ PRIMERO,752	
12,1,3,ALIANZA ELECTORAL VENCEREMOS,1539	
12,1,30,PARTIDO POLÍTICO PRIN,105	
12,1,31,PARTIDO SICREO,0	
12,1,32,PODEMOS PERÚ,2443	
12,1,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,1564	
12,1,34,PROGRESEMOS,256	
12,1,35,RENOVACIÓN POPULAR,3249	
12,1,36,SALVEMOS AL PERÚ,110	
12,1,37,UN CAMINO DIFERENTE,359	
12,1,38,UNIDAD NACIONAL,202	
12,1,4,PERÚ MODERNO,41	
12,1,5,FE EN EL PERÚ,93	
12,1,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,1041	
12,1,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,303	
12,1,8,FUERZA POPULAR,13471	
12,1,80,VOTOS EN BLANCO,41440	
12,1,81,VOTOS NULOS,21309	
12,1,82,VOTOS IMPUGNADOS,0	
12,1,9,FUERZA Y LIBERTAD,123	
12,10,1,ALIANZA PARA EL PROGRESO,6915	
12,10,10,JUNTOS POR EL PERÚ,25382	
12,10,11,LIBERTAD POPULAR,1385	
12,10,12,PARTIDO APRISTA PERUANO,5861	
12,10,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
12,10,14,PARTIDO CÍVICO OBRAS,31441	
12,10,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,200	
12,10,16,PARTIDO DEL BUEN GOBIERNO,34088	
12,10,17,PARTIDO DEMÓCRATA UNIDO PERÚ,1923	
12,10,18,PARTIDO DEMÓCRATA VERDE,1554	
12,10,19,PARTIDO DEMOCRATICO FEDERAL,0	
12,10,2,AHORA NACIÓN - AN,22335	
12,10,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,10508	
12,10,21,PARTIDO FRENTE DE LA ESPERANZA 2021,0	
12,10,22,PARTIDO MORADO,2028	
12,10,23,PARTIDO PAÍS PARA TODOS,26395	
12,10,24,PARTIDO PATRIÓTICO DEL PERÚ,2889	
12,10,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,2305	
12,10,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,1449	
12,10,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,2820	
12,10,28,PARTIDO POLÍTICO PERÚ ACCIÓN,0	
12,10,29,PARTIDO POLÍTICO PERÚ PRIMERO,2904	
12,10,3,ALIANZA ELECTORAL VENCEREMOS,2358	
12,10,30,PARTIDO POLÍTICO PRIN,540	
12,10,31,PARTIDO SICREO,0	
12,10,32,PODEMOS PERÚ,8274	
12,10,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,11478	
12,10,34,PROGRESEMOS,4514	
12,10,35,RENOVACIÓN POPULAR,28134	
12,10,36,SALVEMOS AL PERÚ,500	
12,10,37,UN CAMINO DIFERENTE,1084	
12,10,38,UNIDAD NACIONAL,1005	
12,10,4,PERÚ MODERNO,265	
12,10,5,FE EN EL PERÚ,271	
12,10,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,5922	
12,10,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,1510	
12,10,8,FUERZA POPULAR,54572	
12,10,80,VOTOS EN BLANCO,79966	
12,10,81,VOTOS NULOS,70519	
12,10,82,VOTOS IMPUGNADOS,0	
12,10,9,FUERZA Y LIBERTAD,881	
12,11,1,ALIANZA PARA EL PROGRESO,8456	
12,11,10,JUNTOS POR EL PERÚ,53427	
12,11,11,LIBERTAD POPULAR,1761	
12,11,12,PARTIDO APRISTA PERUANO,4558	
12,11,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
12,11,14,PARTIDO CÍVICO OBRAS,47548	
12,11,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,785	
12,11,16,PARTIDO DEL BUEN GOBIERNO,41848	
12,11,17,PARTIDO DEMÓCRATA UNIDO PERÚ,5308	
12,11,18,PARTIDO DEMÓCRATA VERDE,2887	
12,11,19,PARTIDO DEMOCRATICO FEDERAL,0	
12,11,2,AHORA NACIÓN - AN,55173	
12,11,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,2652	
12,11,21,PARTIDO FRENTE DE LA ESPERANZA 2021,0	
12,11,22,PARTIDO MORADO,3787	
12,11,23,PARTIDO PAÍS PARA TODOS,25959	
12,11,24,PARTIDO PATRIÓTICO DEL PERÚ,5632	
12,11,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,5530	
12,11,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,1721	
12,11,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,12863	
12,11,28,PARTIDO POLÍTICO PERÚ ACCIÓN,0	
12,11,29,PARTIDO POLÍTICO PERÚ PRIMERO,4878	
12,11,3,ALIANZA ELECTORAL VENCEREMOS,4068	
12,11,30,PARTIDO POLÍTICO PRIN,506	
12,11,31,PARTIDO SICREO,0	
12,11,32,PODEMOS PERÚ,18453	
12,11,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,9691	
12,11,34,PROGRESEMOS,5052	
12,11,35,RENOVACIÓN POPULAR,32785	
12,11,36,SALVEMOS AL PERÚ,1004	
12,11,37,UN CAMINO DIFERENTE,1279	
12,11,38,UNIDAD NACIONAL,1320	
12,11,4,PERÚ MODERNO,362	
12,11,5,FE EN EL PERÚ,1032	
12,11,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,17455	
12,11,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,1359	
12,11,8,FUERZA POPULAR,63076	
12,11,80,VOTOS EN BLANCO,113883	
12,11,81,VOTOS NULOS,104651	
12,11,82,VOTOS IMPUGNADOS,0	
12,11,9,FUERZA Y LIBERTAD,7101	
12,12,1,ALIANZA PARA EL PROGRESO,27496	
12,12,10,JUNTOS POR EL PERÚ,54754	
12,12,11,LIBERTAD POPULAR,2042	
12,12,12,PARTIDO APRISTA PERUANO,27136	
12,12,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
12,12,14,PARTIDO CÍVICO OBRAS,42229	
12,12,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,403	
12,12,16,PARTIDO DEL BUEN GOBIERNO,66766	
12,12,17,PARTIDO DEMÓCRATA UNIDO PERÚ,2706	
12,12,18,PARTIDO DEMÓCRATA VERDE,2414	
12,12,19,PARTIDO DEMOCRATICO FEDERAL,0	
12,12,2,AHORA NACIÓN - AN,28278	
12,12,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,5940	
12,12,21,PARTIDO FRENTE DE LA ESPERANZA 2021,0	
12,12,22,PARTIDO MORADO,3400	
12,12,23,PARTIDO PAÍS PARA TODOS,38134	
12,12,24,PARTIDO PATRIÓTICO DEL PERÚ,5490	
12,12,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1995	
12,12,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,2607	
12,12,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,4732	
12,12,28,PARTIDO POLÍTICO PERÚ ACCIÓN,0	
12,12,29,PARTIDO POLÍTICO PERÚ PRIMERO,5397	
12,12,3,ALIANZA ELECTORAL VENCEREMOS,3711	
12,12,30,PARTIDO POLÍTICO PRIN,936	
12,12,31,PARTIDO SICREO,0	
12,12,32,PODEMOS PERÚ,15570	
12,12,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,20569	
12,12,34,PROGRESEMOS,3381	
12,12,35,RENOVACIÓN POPULAR,47248	
12,12,36,SALVEMOS AL PERÚ,434	
12,12,37,UN CAMINO DIFERENTE,68523	
12,12,38,UNIDAD NACIONAL,1723	
12,12,4,PERÚ MODERNO,221	
12,12,5,FE EN EL PERÚ,1347	
12,12,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,12736	
12,12,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,3455	
12,12,8,FUERZA POPULAR,109794	
12,12,80,VOTOS EN BLANCO,160663	
12,12,81,VOTOS NULOS,138065	
12,12,82,VOTOS IMPUGNADOS,0	
12,12,9,FUERZA Y LIBERTAD,1052	
12,13,1,ALIANZA PARA EL PROGRESO,18180	
12,13,10,JUNTOS POR EL PERÚ,43633	
12,13,11,LIBERTAD POPULAR,1384	
12,13,12,PARTIDO APRISTA PERUANO,15367	
12,13,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
12,13,14,PARTIDO CÍVICO OBRAS,31406	
12,13,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,253	
12,13,16,PARTIDO DEL BUEN GOBIERNO,52738	
12,13,17,PARTIDO DEMÓCRATA UNIDO PERÚ,1168	
12,13,18,PARTIDO DEMÓCRATA VERDE,2129	
12,13,19,PARTIDO DEMOCRATICO FEDERAL,0	
12,13,2,AHORA NACIÓN - AN,21509	
12,13,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,9965	
12,13,21,PARTIDO FRENTE DE LA ESPERANZA 2021,0	
12,13,22,PARTIDO MORADO,3296	
12,13,23,PARTIDO PAÍS PARA TODOS,31134	
12,13,24,PARTIDO PATRIÓTICO DEL PERÚ,4535	
12,13,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,2452	
12,13,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,2435	
12,13,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,3270	
12,13,28,PARTIDO POLÍTICO PERÚ ACCIÓN,0	
12,13,29,PARTIDO POLÍTICO PERÚ PRIMERO,7822	
12,13,3,ALIANZA ELECTORAL VENCEREMOS,3229	
12,13,30,PARTIDO POLÍTICO PRIN,429	
12,13,31,PARTIDO SICREO,0	
12,13,32,PODEMOS PERÚ,7265	
12,13,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,14574	
12,13,34,PROGRESEMOS,2061	
12,13,35,RENOVACIÓN POPULAR,36824	
12,13,36,SALVEMOS AL PERÚ,599	
12,13,37,UN CAMINO DIFERENTE,2540	
12,13,38,UNIDAD NACIONAL,1927	
12,13,4,PERÚ MODERNO,481	
12,13,5,FE EN EL PERÚ,734	
12,13,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,4629	
12,13,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,2234	
12,13,8,FUERZA POPULAR,102782	
12,13,80,VOTOS EN BLANCO,131943	
12,13,81,VOTOS NULOS,102667	
12,13,82,VOTOS IMPUGNADOS,0	
12,13,9,FUERZA Y LIBERTAD,578	
12,14,1,ALIANZA PARA EL PROGRESO,41130	
12,14,10,JUNTOS POR EL PERÚ,160281	
12,14,11,LIBERTAD POPULAR,28648	
12,14,12,PARTIDO APRISTA PERUANO,87258	
12,14,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
12,14,14,PARTIDO CÍVICO OBRAS,396586	
12,14,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,4537	
12,14,16,PARTIDO DEL BUEN GOBIERNO,750521	
12,14,17,PARTIDO DEMÓCRATA UNIDO PERÚ,25262	
12,14,18,PARTIDO DEMÓCRATA VERDE,17154	
12,14,19,PARTIDO DEMOCRATICO FEDERAL,0	
12,14,2,AHORA NACIÓN - AN,383135	
12,14,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,49624	
12,14,21,PARTIDO FRENTE DE LA ESPERANZA 2021,0	
12,14,22,PARTIDO MORADO,41325	
12,14,23,PARTIDO PAÍS PARA TODOS,311240	
12,14,24,PARTIDO PATRIÓTICO DEL PERÚ,31180	
12,14,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,23212	
12,14,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,23600	
12,14,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,22599	
12,14,28,PARTIDO POLÍTICO PERÚ ACCIÓN,0	
12,14,29,PARTIDO POLÍTICO PERÚ PRIMERO,28646	
12,14,3,ALIANZA ELECTORAL VENCEREMOS,24626	
12,14,30,PARTIDO POLÍTICO PRIN,6617	
12,14,31,PARTIDO SICREO,0	
12,14,32,PODEMOS PERÚ,57733	
12,14,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,212891	
12,14,34,PROGRESEMOS,41387	
12,14,35,RENOVACIÓN POPULAR,873365	
12,14,36,SALVEMOS AL PERÚ,4694	
12,14,37,UN CAMINO DIFERENTE,10268	
12,14,38,UNIDAD NACIONAL,25263	
12,14,4,PERÚ MODERNO,4322	
12,14,5,FE EN EL PERÚ,7316	
12,14,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,85711	
12,14,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,25178	
12,14,8,FUERZA POPULAR,725166	
12,14,80,VOTOS EN BLANCO,1000371	
12,14,81,VOTOS NULOS,719118	
12,14,82,VOTOS IMPUGNADOS,0	
12,14,9,FUERZA Y LIBERTAD,9469	
12,15,1,ALIANZA PARA EL PROGRESO,15167	
12,15,10,JUNTOS POR EL PERÚ,11715	
12,15,11,LIBERTAD POPULAR,757	
12,15,12,PARTIDO APRISTA PERUANO,1858	
12,15,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
12,15,14,PARTIDO CÍVICO OBRAS,5721	
12,15,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,128	
12,15,16,PARTIDO DEL BUEN GOBIERNO,5980	
12,15,17,PARTIDO DEMÓCRATA UNIDO PERÚ,441	
12,15,18,PARTIDO DEMÓCRATA VERDE,905	
12,15,19,PARTIDO DEMOCRATICO FEDERAL,0	
12,15,2,AHORA NACIÓN - AN,6978	
12,15,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,14498	
12,15,21,PARTIDO FRENTE DE LA ESPERANZA 2021,0	
12,15,22,PARTIDO MORADO,860	
12,15,23,PARTIDO PAÍS PARA TODOS,12253	
12,15,24,PARTIDO PATRIÓTICO DEL PERÚ,684	
12,15,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,972	
12,15,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,488	
12,15,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1540	
12,15,28,PARTIDO POLÍTICO PERÚ ACCIÓN,0	
12,15,29,PARTIDO POLÍTICO PERÚ PRIMERO,4217	
12,15,3,ALIANZA ELECTORAL VENCEREMOS,919	
12,15,30,PARTIDO POLÍTICO PRIN,89	
12,15,31,PARTIDO SICREO,0	
12,15,32,PODEMOS PERÚ,3463	
12,15,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,2430	
12,15,34,PROGRESEMOS,819	
12,15,35,RENOVACIÓN POPULAR,10684	
12,15,36,SALVEMOS AL PERÚ,378	
12,15,37,UN CAMINO DIFERENTE,262	
12,15,38,UNIDAD NACIONAL,562	
12,15,4,PERÚ MODERNO,543	
12,15,5,FE EN EL PERÚ,402	
12,15,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,6083	
12,15,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,371	
12,15,8,FUERZA POPULAR,39763	
12,15,80,VOTOS EN BLANCO,71984	
12,15,81,VOTOS NULOS,45797	
12,15,82,VOTOS IMPUGNADOS,0	
12,15,9,FUERZA Y LIBERTAD,649	
12,16,1,ALIANZA PARA EL PROGRESO,1515	
12,16,10,JUNTOS POR EL PERÚ,12279	
12,16,11,LIBERTAD POPULAR,140	
12,16,12,PARTIDO APRISTA PERUANO,587	
12,16,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
12,16,14,PARTIDO CÍVICO OBRAS,6216	
12,16,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,32	
12,16,16,PARTIDO DEL BUEN GOBIERNO,3244	
12,16,17,PARTIDO DEMÓCRATA UNIDO PERÚ,572	
12,16,18,PARTIDO DEMÓCRATA VERDE,289	
12,16,19,PARTIDO DEMOCRATICO FEDERAL,0	
12,16,2,AHORA NACIÓN - AN,4392	
12,16,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,648	
12,16,21,PARTIDO FRENTE DE LA ESPERANZA 2021,0	
12,16,22,PARTIDO MORADO,132	
12,16,23,PARTIDO PAÍS PARA TODOS,1988	
12,16,24,PARTIDO PATRIÓTICO DEL PERÚ,469	
12,16,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,820	
12,16,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,152	
12,16,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,888	
12,16,28,PARTIDO POLÍTICO PERÚ ACCIÓN,0	
12,16,29,PARTIDO POLÍTICO PERÚ PRIMERO,779	
12,16,3,ALIANZA ELECTORAL VENCEREMOS,549	
12,16,30,PARTIDO POLÍTICO PRIN,44	
12,16,31,PARTIDO SICREO,0	
12,16,32,PODEMOS PERÚ,1015	
12,16,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,1041	
12,16,34,PROGRESEMOS,951	
12,16,35,RENOVACIÓN POPULAR,1402	
12,16,36,SALVEMOS AL PERÚ,79	
12,16,37,UN CAMINO DIFERENTE,114	
12,16,38,UNIDAD NACIONAL,295	
12,16,4,PERÚ MODERNO,131	
12,16,5,FE EN EL PERÚ,49	
12,16,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,2466	
12,16,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,1070	
12,16,8,FUERZA POPULAR,5494	
12,16,80,VOTOS EN BLANCO,17625	
12,16,81,VOTOS NULOS,14979	
12,16,82,VOTOS IMPUGNADOS,0	
12,16,9,FUERZA Y LIBERTAD,100	
12,17,1,ALIANZA PARA EL PROGRESO,786	
12,17,10,JUNTOS POR EL PERÚ,11378	
12,17,11,LIBERTAD POPULAR,346	
12,17,12,PARTIDO APRISTA PERUANO,835	
12,17,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
12,17,14,PARTIDO CÍVICO OBRAS,7118	
12,17,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,111	
12,17,16,PARTIDO DEL BUEN GOBIERNO,9744	
12,17,17,PARTIDO DEMÓCRATA UNIDO PERÚ,1024	
12,17,18,PARTIDO DEMÓCRATA VERDE,363	
12,17,19,PARTIDO DEMOCRATICO FEDERAL,0	
12,17,2,AHORA NACIÓN - AN,8967	
12,17,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,861	
12,17,21,PARTIDO FRENTE DE LA ESPERANZA 2021,0	
12,17,22,PARTIDO MORADO,412	
12,17,23,PARTIDO PAÍS PARA TODOS,3134	
12,17,24,PARTIDO PATRIÓTICO DEL PERÚ,598	
12,17,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,3071	
12,17,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,238	
12,17,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1375	
12,17,28,PARTIDO POLÍTICO PERÚ ACCIÓN,0	
12,17,29,PARTIDO POLÍTICO PERÚ PRIMERO,5743	
